country,year,value,series_code,dimension,measure,welfare_concept,short_reference,long_reference,reference url,preferred_definition,description,source_codes_used,legend
Portugal,2007,11.1,F22,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adult),,,,*,"Pre-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S32,
Portugal,2008,9.7,F22,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adult),,,,*,"Pre-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S32,
Portugal,2009,9.7,F22,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adult),,,,*,"Pre-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S32,
Portugal,2010,10.0,F22,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adult),,,,*,"Pre-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S32,
Portugal,2011,11.2,F22,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adult),,,,*,"Pre-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S32,
Portugal,2012,10.1,F22,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adult),,,,*,"Pre-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S32,
Portugal,2013,10.5,F22,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adult),,,,*,"Pre-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S32,
Portugal,2014,10.7,F22,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adult),,,,*,"Pre-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S32,
Portugal,2015,10.9,F22,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adult),,,,*,"Pre-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S32,
Portugal,2016,10.9,F22,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adult),,,,*,"Pre-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S32,
Portugal,2017,11.7,F22,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adult),,,,*,"Pre-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S32,
Portugal,2018,11.1,F22,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adult),,,,*,"Pre-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S32,
Portugal,2019,10.9,F22,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adult),,,,*,"Pre-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S32,
Portugal,1980,5.0,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,1981,5.0,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,1982,5.1,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,1983,5.7,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,1984,5.9,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,1985,6.0,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,1986,6.4,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,1987,6.5,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,1988,6.6,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,1989,6.6,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,1990,7.1,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,1991,7.4,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,1992,7.7,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,1993,7.9,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,1994,8.2,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,1995,8.1,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,1996,7.9,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,1997,8.0,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,1998,8.2,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,1999,7.9,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,2000,7.2,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,2001,8.3,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,2002,7.8,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,2003,8.0,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,2004,8.5,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,2005,8.0,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,2006,7.6,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,2007,8.0,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,2008,7.1,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,2009,6.9,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,2010,7.3,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,2011,8.1,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,2012,7.9,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,2013,7.6,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,2014,8.3,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,2015,8.1,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,2016,8.1,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,2017,8.4,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,2018,7.9,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,2019,7.8,F23,Top Income Shares,Share of top 1%,Post-tax national income (equal-split adult),,,,*,"Post-tax national income share held by the top 1%. A single source series is used, taken from WID.world. Data relates to individuals, assuming resources are split equally within couples.",S33,
Portugal,1980,20.7,F3,Poverty,Share below 60% median,Equivalised disposable household income,,,,*,"Percentage of individuals living in households with equivalised (EU scale) disposable income below 60 per cent of the median (after social transfers) from Rodrigues, Figueiras, and Junqueira (2011) Quadro 10; linked backwards at 1993 to estimates for 1980 and 1990 from Rodrigues (2005); linked with no multiplier at 2000 to data from Eurostat (ilc_li02 series), based on EU-SILC and ECHP surveys (we adjust the data back by one year to align with the income reference period used within the surveys).","S4,S5,S6",
Portugal,1990,20.1,F3,Poverty,Share below 60% median,Equivalised disposable household income,,,,*,"Percentage of individuals living in households with equivalised (EU scale) disposable income below 60 per cent of the median (after social transfers) from Rodrigues, Figueiras, and Junqueira (2011) Quadro 10; linked backwards at 1993 to estimates for 1980 and 1990 from Rodrigues (2005); linked with no multiplier at 2000 to data from Eurostat (ilc_li02 series), based on EU-SILC and ECHP surveys (we adjust the data back by one year to align with the income reference period used within the surveys).","S4,S5,S6",
Portugal,1993,22.5,F3,Poverty,Share below 60% median,Equivalised disposable household income,,,,*,"Percentage of individuals living in households with equivalised (EU scale) disposable income below 60 per cent of the median (after social transfers) from Rodrigues, Figueiras, and Junqueira (2011) Quadro 10; linked backwards at 1993 to estimates for 1980 and 1990 from Rodrigues (2005); linked with no multiplier at 2000 to data from Eurostat (ilc_li02 series), based on EU-SILC and ECHP surveys (we adjust the data back by one year to align with the income reference period used within the surveys).","S4,S5,S6",
Portugal,1994,22.9,F3,Poverty,Share below 60% median,Equivalised disposable household income,,,,*,"Percentage of individuals living in households with equivalised (EU scale) disposable income below 60 per cent of the median (after social transfers) from Rodrigues, Figueiras, and Junqueira (2011) Quadro 10; linked backwards at 1993 to estimates for 1980 and 1990 from Rodrigues (2005); linked with no multiplier at 2000 to data from Eurostat (ilc_li02 series), based on EU-SILC and ECHP surveys (we adjust the data back by one year to align with the income reference period used within the surveys).","S4,S5,S6",
Portugal,1995,21.5,F3,Poverty,Share below 60% median,Equivalised disposable household income,,,,*,"Percentage of individuals living in households with equivalised (EU scale) disposable income below 60 per cent of the median (after social transfers) from Rodrigues, Figueiras, and Junqueira (2011) Quadro 10; linked backwards at 1993 to estimates for 1980 and 1990 from Rodrigues (2005); linked with no multiplier at 2000 to data from Eurostat (ilc_li02 series), based on EU-SILC and ECHP surveys (we adjust the data back by one year to align with the income reference period used within the surveys).","S4,S5,S6",
Portugal,1996,21.6,F3,Poverty,Share below 60% median,Equivalised disposable household income,,,,*,"Percentage of individuals living in households with equivalised (EU scale) disposable income below 60 per cent of the median (after social transfers) from Rodrigues, Figueiras, and Junqueira (2011) Quadro 10; linked backwards at 1993 to estimates for 1980 and 1990 from Rodrigues (2005); linked with no multiplier at 2000 to data from Eurostat (ilc_li02 series), based on EU-SILC and ECHP surveys (we adjust the data back by one year to align with the income reference period used within the surveys).","S4,S5,S6",
Portugal,1997,20.8,F3,Poverty,Share below 60% median,Equivalised disposable household income,,,,*,"Percentage of individuals living in households with equivalised (EU scale) disposable income below 60 per cent of the median (after social transfers) from Rodrigues, Figueiras, and Junqueira (2011) Quadro 10; linked backwards at 1993 to estimates for 1980 and 1990 from Rodrigues (2005); linked with no multiplier at 2000 to data from Eurostat (ilc_li02 series), based on EU-SILC and ECHP surveys (we adjust the data back by one year to align with the income reference period used within the surveys).","S4,S5,S6",
Portugal,1998,20.5,F3,Poverty,Share below 60% median,Equivalised disposable household income,,,,*,"Percentage of individuals living in households with equivalised (EU scale) disposable income below 60 per cent of the median (after social transfers) from Rodrigues, Figueiras, and Junqueira (2011) Quadro 10; linked backwards at 1993 to estimates for 1980 and 1990 from Rodrigues (2005); linked with no multiplier at 2000 to data from Eurostat (ilc_li02 series), based on EU-SILC and ECHP surveys (we adjust the data back by one year to align with the income reference period used within the surveys).","S4,S5,S6",
Portugal,1999,20.8,F3,Poverty,Share below 60% median,Equivalised disposable household income,,,,*,"Percentage of individuals living in households with equivalised (EU scale) disposable income below 60 per cent of the median (after social transfers) from Rodrigues, Figueiras, and Junqueira (2011) Quadro 10; linked backwards at 1993 to estimates for 1980 and 1990 from Rodrigues (2005); linked with no multiplier at 2000 to data from Eurostat (ilc_li02 series), based on EU-SILC and ECHP surveys (we adjust the data back by one year to align with the income reference period used within the surveys).","S4,S5,S6",
Portugal,2000,20.1,F3,Poverty,Share below 60% median,Equivalised disposable household income,,,,*,"Percentage of individuals living in households with equivalised (EU scale) disposable income below 60 per cent of the median (after social transfers) from Rodrigues, Figueiras, and Junqueira (2011) Quadro 10; linked backwards at 1993 to estimates for 1980 and 1990 from Rodrigues (2005); linked with no multiplier at 2000 to data from Eurostat (ilc_li02 series), based on EU-SILC and ECHP surveys (we adjust the data back by one year to align with the income reference period used within the surveys).","S4,S5,S6",
Portugal,2001,20.0,F3,Poverty,Share below 60% median,Equivalised disposable household income,,,,*,"Percentage of individuals living in households with equivalised (EU scale) disposable income below 60 per cent of the median (after social transfers) from Rodrigues, Figueiras, and Junqueira (2011) Quadro 10; linked backwards at 1993 to estimates for 1980 and 1990 from Rodrigues (2005); linked with no multiplier at 2000 to data from Eurostat (ilc_li02 series), based on EU-SILC and ECHP surveys (we adjust the data back by one year to align with the income reference period used within the surveys).","S4,S5,S6",
Portugal,2002,20.0,F3,Poverty,Share below 60% median,Equivalised disposable household income,,,,*,"Percentage of individuals living in households with equivalised (EU scale) disposable income below 60 per cent of the median (after social transfers) from Rodrigues, Figueiras, and Junqueira (2011) Quadro 10; linked backwards at 1993 to estimates for 1980 and 1990 from Rodrigues (2005); linked with no multiplier at 2000 to data from Eurostat (ilc_li02 series), based on EU-SILC and ECHP surveys (we adjust the data back by one year to align with the income reference period used within the surveys).","S4,S5,S6",
Portugal,2003,20.4,F3,Poverty,Share below 60% median,Equivalised disposable household income,,,,*,"Percentage of individuals living in households with equivalised (EU scale) disposable income below 60 per cent of the median (after social transfers) from Rodrigues, Figueiras, and Junqueira (2011) Quadro 10; linked backwards at 1993 to estimates for 1980 and 1990 from Rodrigues (2005); linked with no multiplier at 2000 to data from Eurostat (ilc_li02 series), based on EU-SILC and ECHP surveys (we adjust the data back by one year to align with the income reference period used within the surveys).","S4,S5,S6",
Portugal,2004,19.4,F3,Poverty,Share below 60% median,Equivalised disposable household income,,,,*,"Percentage of individuals living in households with equivalised (EU scale) disposable income below 60 per cent of the median (after social transfers) from Rodrigues, Figueiras, and Junqueira (2011) Quadro 10; linked backwards at 1993 to estimates for 1980 and 1990 from Rodrigues (2005); linked with no multiplier at 2000 to data from Eurostat (ilc_li02 series), based on EU-SILC and ECHP surveys (we adjust the data back by one year to align with the income reference period used within the surveys).","S4,S5,S6",
Portugal,2005,18.5,F3,Poverty,Share below 60% median,Equivalised disposable household income,,,,*,"Percentage of individuals living in households with equivalised (EU scale) disposable income below 60 per cent of the median (after social transfers) from Rodrigues, Figueiras, and Junqueira (2011) Quadro 10; linked backwards at 1993 to estimates for 1980 and 1990 from Rodrigues (2005); linked with no multiplier at 2000 to data from Eurostat (ilc_li02 series), based on EU-SILC and ECHP surveys (we adjust the data back by one year to align with the income reference period used within the surveys).","S4,S5,S6",
Portugal,2006,18.1,F3,Poverty,Share below 60% median,Equivalised disposable household income,,,,*,"Percentage of individuals living in households with equivalised (EU scale) disposable income below 60 per cent of the median (after social transfers) from Rodrigues, Figueiras, and Junqueira (2011) Quadro 10; linked backwards at 1993 to estimates for 1980 and 1990 from Rodrigues (2005); linked with no multiplier at 2000 to data from Eurostat (ilc_li02 series), based on EU-SILC and ECHP surveys (we adjust the data back by one year to align with the income reference period used within the surveys).","S4,S5,S6",
Portugal,2007,18.5,F3,Poverty,Share below 60% median,Equivalised disposable household income,,,,*,"Percentage of individuals living in households with equivalised (EU scale) disposable income below 60 per cent of the median (after social transfers) from Rodrigues, Figueiras, and Junqueira (2011) Quadro 10; linked backwards at 1993 to estimates for 1980 and 1990 from Rodrigues (2005); linked with no multiplier at 2000 to data from Eurostat (ilc_li02 series), based on EU-SILC and ECHP surveys (we adjust the data back by one year to align with the income reference period used within the surveys).","S4,S5,S6",
Portugal,2008,17.9,F3,Poverty,Share below 60% median,Equivalised disposable household income,,,,*,"Percentage of individuals living in households with equivalised (EU scale) disposable income below 60 per cent of the median (after social transfers) from Rodrigues, Figueiras, and Junqueira (2011) Quadro 10; linked backwards at 1993 to estimates for 1980 and 1990 from Rodrigues (2005); linked with no multiplier at 2000 to data from Eurostat (ilc_li02 series), based on EU-SILC and ECHP surveys (we adjust the data back by one year to align with the income reference period used within the surveys).","S4,S5,S6",
Portugal,2009,17.9,F3,Poverty,Share below 60% median,Equivalised disposable household income,,,,*,"Percentage of individuals living in households with equivalised (EU scale) disposable income below 60 per cent of the median (after social transfers) from Rodrigues, Figueiras, and Junqueira (2011) Quadro 10; linked backwards at 1993 to estimates for 1980 and 1990 from Rodrigues (2005); linked with no multiplier at 2000 to data from Eurostat (ilc_li02 series), based on EU-SILC and ECHP surveys (we adjust the data back by one year to align with the income reference period used within the surveys).","S4,S5,S6",
Portugal,2010,18.0,F3,Poverty,Share below 60% median,Equivalised disposable household income,,,,*,"Percentage of individuals living in households with equivalised (EU scale) disposable income below 60 per cent of the median (after social transfers) from Rodrigues, Figueiras, and Junqueira (2011) Quadro 10; linked backwards at 1993 to estimates for 1980 and 1990 from Rodrigues (2005); linked with no multiplier at 2000 to data from Eurostat (ilc_li02 series), based on EU-SILC and ECHP surveys (we adjust the data back by one year to align with the income reference period used within the surveys).","S4,S5,S6",
Portugal,2011,17.9,F3,Poverty,Share below 60% median,Equivalised disposable household income,,,,*,"Percentage of individuals living in households with equivalised (EU scale) disposable income below 60 per cent of the median (after social transfers) from Rodrigues, Figueiras, and Junqueira (2011) Quadro 10; linked backwards at 1993 to estimates for 1980 and 1990 from Rodrigues (2005); linked with no multiplier at 2000 to data from Eurostat (ilc_li02 series), based on EU-SILC and ECHP surveys (we adjust the data back by one year to align with the income reference period used within the surveys).","S4,S5,S6",
Portugal,2012,18.7,F3,Poverty,Share below 60% median,Equivalised disposable household income,,,,*,"Percentage of individuals living in households with equivalised (EU scale) disposable income below 60 per cent of the median (after social transfers) from Rodrigues, Figueiras, and Junqueira (2011) Quadro 10; linked backwards at 1993 to estimates for 1980 and 1990 from Rodrigues (2005); linked with no multiplier at 2000 to data from Eurostat (ilc_li02 series), based on EU-SILC and ECHP surveys (we adjust the data back by one year to align with the income reference period used within the surveys).","S4,S5,S6",
Portugal,2013,19.5,F3,Poverty,Share below 60% median,Equivalised disposable household income,,,,*,"Percentage of individuals living in households with equivalised (EU scale) disposable income below 60 per cent of the median (after social transfers) from Rodrigues, Figueiras, and Junqueira (2011) Quadro 10; linked backwards at 1993 to estimates for 1980 and 1990 from Rodrigues (2005); linked with no multiplier at 2000 to data from Eurostat (ilc_li02 series), based on EU-SILC and ECHP surveys (we adjust the data back by one year to align with the income reference period used within the surveys).","S4,S5,S6",
Portugal,2014,19.5,F3,Poverty,Share below 60% median,Equivalised disposable household income,,,,*,"Percentage of individuals living in households with equivalised (EU scale) disposable income below 60 per cent of the median (after social transfers) from Rodrigues, Figueiras, and Junqueira (2011) Quadro 10; linked backwards at 1993 to estimates for 1980 and 1990 from Rodrigues (2005); linked with no multiplier at 2000 to data from Eurostat (ilc_li02 series), based on EU-SILC and ECHP surveys (we adjust the data back by one year to align with the income reference period used within the surveys).","S4,S5,S6",
Portugal,2015,19.0,F3,Poverty,Share below 60% median,Equivalised disposable household income,,,,*,"Percentage of individuals living in households with equivalised (EU scale) disposable income below 60 per cent of the median (after social transfers) from Rodrigues, Figueiras, and Junqueira (2011) Quadro 10; linked backwards at 1993 to estimates for 1980 and 1990 from Rodrigues (2005); linked with no multiplier at 2000 to data from Eurostat (ilc_li02 series), based on EU-SILC and ECHP surveys (we adjust the data back by one year to align with the income reference period used within the surveys).","S4,S5,S6",
Portugal,2016,18.3,F3,Poverty,Share below 60% median,Equivalised disposable household income,,,,*,"Percentage of individuals living in households with equivalised (EU scale) disposable income below 60 per cent of the median (after social transfers) from Rodrigues, Figueiras, and Junqueira (2011) Quadro 10; linked backwards at 1993 to estimates for 1980 and 1990 from Rodrigues (2005); linked with no multiplier at 2000 to data from Eurostat (ilc_li02 series), based on EU-SILC and ECHP surveys (we adjust the data back by one year to align with the income reference period used within the surveys).","S4,S5,S6",
Portugal,2017,17.3,F3,Poverty,Share below 60% median,Equivalised disposable household income,,,,*,"Percentage of individuals living in households with equivalised (EU scale) disposable income below 60 per cent of the median (after social transfers) from Rodrigues, Figueiras, and Junqueira (2011) Quadro 10; linked backwards at 1993 to estimates for 1980 and 1990 from Rodrigues (2005); linked with no multiplier at 2000 to data from Eurostat (ilc_li02 series), based on EU-SILC and ECHP surveys (we adjust the data back by one year to align with the income reference period used within the surveys).","S4,S5,S6",
Portugal,2018,17.2,F3,Poverty,Share below 60% median,Equivalised disposable household income,,,,*,"Percentage of individuals living in households with equivalised (EU scale) disposable income below 60 per cent of the median (after social transfers) from Rodrigues, Figueiras, and Junqueira (2011) Quadro 10; linked backwards at 1993 to estimates for 1980 and 1990 from Rodrigues (2005); linked with no multiplier at 2000 to data from Eurostat (ilc_li02 series), based on EU-SILC and ECHP surveys (we adjust the data back by one year to align with the income reference period used within the surveys).","S4,S5,S6",
Portugal,2019,16.2,F3,Poverty,Share below 60% median,Equivalised disposable household income,,,,*,"Percentage of individuals living in households with equivalised (EU scale) disposable income below 60 per cent of the median (after social transfers) from Rodrigues, Figueiras, and Junqueira (2011) Quadro 10; linked backwards at 1993 to estimates for 1980 and 1990 from Rodrigues (2005); linked with no multiplier at 2000 to data from Eurostat (ilc_li02 series), based on EU-SILC and ECHP surveys (we adjust the data back by one year to align with the income reference period used within the surveys).","S4,S5,S6",
Portugal,1982,182.1,F4,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,*,"Earnings at top decile as percentage of median earnings from series calculated Carlos Farinha Rodrigues based on a a sample of Quadros de Pessoal (personnel records of employers with at least one employee), as presented in Atkinson (2008); linked forwards at 2002 to the series the OECD.","S7,S8",
Portugal,1983,186.2,F4,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,*,"Earnings at top decile as percentage of median earnings from series calculated Carlos Farinha Rodrigues based on a a sample of Quadros de Pessoal (personnel records of employers with at least one employee), as presented in Atkinson (2008); linked forwards at 2002 to the series the OECD.","S7,S8",
Portugal,1984,189.6,F4,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,*,"Earnings at top decile as percentage of median earnings from series calculated Carlos Farinha Rodrigues based on a a sample of Quadros de Pessoal (personnel records of employers with at least one employee), as presented in Atkinson (2008); linked forwards at 2002 to the series the OECD.","S7,S8",
Portugal,1985,196.3,F4,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,*,"Earnings at top decile as percentage of median earnings from series calculated Carlos Farinha Rodrigues based on a a sample of Quadros de Pessoal (personnel records of employers with at least one employee), as presented in Atkinson (2008); linked forwards at 2002 to the series the OECD.","S7,S8",
Portugal,1986,202.2,F4,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,*,"Earnings at top decile as percentage of median earnings from series calculated Carlos Farinha Rodrigues based on a a sample of Quadros de Pessoal (personnel records of employers with at least one employee), as presented in Atkinson (2008); linked forwards at 2002 to the series the OECD.","S7,S8",
Portugal,1987,206.4,F4,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,*,"Earnings at top decile as percentage of median earnings from series calculated Carlos Farinha Rodrigues based on a a sample of Quadros de Pessoal (personnel records of employers with at least one employee), as presented in Atkinson (2008); linked forwards at 2002 to the series the OECD.","S7,S8",
Portugal,1988,205.7,F4,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,*,"Earnings at top decile as percentage of median earnings from series calculated Carlos Farinha Rodrigues based on a a sample of Quadros de Pessoal (personnel records of employers with at least one employee), as presented in Atkinson (2008); linked forwards at 2002 to the series the OECD.","S7,S8",
