year,value,series_code,dimension,measure,welfare_concept,short_reference,long_reference,reference url,preferred_definition,description,source_codes_used,legend
1960,168.6947345,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1961,168.0987169,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1962,167.8553445,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1963,166.0243977,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1964,172.310496,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1965,175.852276,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1966,174.425814,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1967,173.2928203,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1968,172.9573014,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1970,173.8498562,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1971,171.8664009,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1972,171.6680554,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1973,169.5854274,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1974,165.8168623,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1975,166.1143806,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1976,167.0069355,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1977,165.519344,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1978,165.4201712,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1979,166.7094172,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1980,169.1887363,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1981,174.3457201,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1982,174.9407566,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1983,175.4366205,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1984,177.0233847,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1985,177.7175941,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1986,178.2134579,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1987,180.7919498,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1988,182.378714,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1989,182.0811957,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1990,184.9572059,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1991,184.5681372,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1992,184.7473947,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1993,185.906936,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1994,185.7322767,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1995,186.7655562,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1996,188.4964595,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1997,186.3599555,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1998,188.8658258,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1999,190.2433177,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
2000,189.9915529,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
2001,193.5481832,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
2002,195.4641333,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
2003,195.6289656,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
2004,194.7209531,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
2005,197.6932137,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
2006,198.9774017,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
2007,198.4690827,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
2008,198.6739994,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
2009,199.0935738,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
2010,198.0521254,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
2011,200.3812964,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
2012,197.9648291,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
2013,197.1395439,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
2014,197.8197955,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
2015,196.3384557,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
2016,196.5837356,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
2017,198.5454545,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
2018,198.187577,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
2019,196.9924812,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
2020,199.4707188,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
